no,date,workout,duration,category,year,month,week,day
782,2019-02-21,Chest,47,chest,2019,2,8,21
783,2019-02-22,Back,46,back,2019,2,8,22
784,2019-02-23,Legs,26,legs,2019,2,8,23
785,2019-02-24,Compound,47,compound,2019,2,8,24
786,2019-02-25,Chest,41,chest,2019,2,9,25
787,2019-02-26,Back,41,back,2019,2,9,26
788,2019-02-27,Compound,44,compound,2019,2,9,27
789,2019-02-28,Rest,0,rest,2019,2,9,28
790,2019-03-01,Chest,44,chest,2019,3,9,1
791,2019-03-02,Back,44,back,2019,3,9,2
792,2019-03-03,Legs,26,legs,2019,3,9,3
793,2019-03-04,Compound,41,compound,2019,3,10,4
794,2019-03-05,Compound,40,compound,2019,3,10,5
795,2019-03-06,Back,43,back,2019,3,10,6
796,2019-03-07,Compound,37,compound,2019,3,10,7
797,2019-03-08,Chest,40,chest,2019,3,10,8
798,2019-03-09,Back,42,back,2019,3,10,9
799,2019-03-10,Compound,41,compound,2019,3,10,10
800,2019-03-11,Legs,27,legs,2019,3,11,11
801,2019-03-12,Chest,42,chest,2019,3,11,12
802,2019-03-13,Back,43,back,2019,3,11,13
803,2019-03-14,Legs,24,legs,2019,3,11,14
804,2019-03-15,Compound,44,compound,2019,3,11,15
805,2019-03-16,Rest,0,rest,2019,3,11,16
806,2019-03-17,Rest,0,rest,2019,3,11,17
807,2019-03-18,Chest,44,chest,2019,3,12,18
808,2019-03-19,Back,38,back,2019,3,12,19
809,2019-03-20,Chest,43,chest,2019,3,12,20
810,2019-03-21,Back,42,back,2019,3,12,21
811,2019-03-22,Compound,39,compound,2019,3,12,22
812,2019-03-23,Rest,0,rest,2019,3,12,23
813,2019-03-24,Chest,50,chest,2019,3,12,24
814,2019-03-25,Back,50,back,2019,3,13,25
815,2019-03-26,Chest,50,chest,2019,3,13,26
816,2019-03-27,Back,49,back,2019,3,13,27
817,2019-03-28,Chest,43,chest,2019,3,13,28
818,2019-03-29,Back,50,back,2019,3,13,29
819,2019-03-30,Chest,48,chest,2019,3,13,30
820,2019-03-31,Basketball,60,cardio,2019,3,13,31
821,2019-04-01,Back,48,back,2019,4,14,1
822,2019-04-02,Chest,44,chest,2019,4,14,2
823,2019-04-03,Back,48,back,2019,4,14,3
824,2019-04-04,Chest,42,chest,2019,4,14,4
825,2019-04-05,Back,46,back,2019,4,14,5
826,2019-04-06,Basketball,120,cardio,2019,4,14,6
827,2019-04-07,Chest,35,chest,2019,4,14,7
828,2019-04-08,Back,42,back,2019,4,15,8
829,2019-04-09,Chest,46,chest,2019,4,15,9
830,2019-04-10,Back,43,back,2019,4,15,10
831,2019-04-11,Chest,37,chest,2019,4,15,11
832,2019-04-12,Back,46,back,2019,4,15,12
833,2019-04-13,Rest,0,rest,2019,4,15,13
834,2019-04-14,Rest,0,rest,2019,4,15,14
835,2019-04-15,Chest,49,chest,2019,4,16,15
836,2019-04-16,Back,48,back,2019,4,16,16
837,2019-04-17,Chest,53,chest,2019,4,16,17
838,2019-04-18,Back,50,back,2019,4,16,18
839,2019-04-19,Rest,0,rest,2019,4,16,19
840,2019-04-20,Chest,51,chest,2019,4,16,20
841,2019-04-21,Back,51,back,2019,4,16,21
842,2019-04-22,Chest,54,chest,2019,4,17,22
843,2019-04-23,Back,49,back,2019,4,17,23
844,2019-04-24,Rest,0,rest,2019,4,17,24
845,2019-04-25,Chest,43,chest,2019,4,17,25
846,2019-04-26,Back,43,back,2019,4,17,26
847,2019-04-27,Chest,44,chest,2019,4,17,27
848,2019-04-28,Back,38,back,2019,4,17,28
849,2019-04-29,Chest,46,chest,2019,4,18,29
850,2019-04-30,Back,39,back,2019,4,18,30
851,2019-05-01,Rest,0,rest,2019,5,18,1
852,2019-05-02,Chest,41,chest,2019,5,18,2
853,2019-05-03,Back,37,back,2019,5,18,3
854,2019-05-04,Chest,39,chest,2019,5,18,4
855,2019-05-05,Back,39,back,2019,5,18,5
856,2019-05-06,Running,32,cardio,2019,5,19,6
857,2019-05-07,Chest,39,chest,2019,5,19,7
858,2019-05-08,Rest,0,rest,2019,5,19,8
859,2019-05-09,Back,41,back,2019,5,19,9
860,2019-05-10,Chest,43,chest,2019,5,19,10
861,2019-05-11,Rest,0,rest,2019,5,19,11
862,2019-05-12,Back,39,back,2019,5,19,12
863,2019-05-13,Running,40,cardio,2019,5,20,13
864,2019-05-14,Chest,40,chest,2019,5,20,14
865,2019-05-15,Back,37,back,2019,5,20,15
866,2019-05-16,Running,38,cardio,2019,5,20,16
867,2019-05-17,Chest,44,chest,2019,5,20,17
868,2019-05-18,Back,39,back,2019,5,20,18
869,2019-05-19,Running,41,cardio,2019,5,20,19
870,2019-05-20,Chest,43,chest,2019,5,21,20
871,2019-05-21,Back,41,back,2019,5,21,21
872,2019-05-22,Running,41,cardio,2019,5,21,22
873,2019-05-23,Chest,41,chest,2019,5,21,23
874,2019-05-24,Back,40,back,2019,5,21,24
875,2019-05-25,Legs,33,legs,2019,5,21,25
876,2019-05-26,Chest,41,chest,2019,5,21,26
877,2019-05-27,Back,40,back,2019,5,22,27
878,2019-05-28,Chest,39,chest,2019,5,22,28
879,2019-05-29,Back,41,back,2019,5,22,29
880,2019-05-30,Running,42,cardio,2019,5,22,30
881,2019-05-31,Chest,41,chest,2019,5,22,31
882,2019-06-01,Back,36,back,2019,6,22,1
883,2019-06-02,Legs,28,legs,2019,6,22,2
884,2019-06-03,Chest,42,chest,2019,6,23,3
885,2019-06-04,Back,40,back,2019,6,23,4
886,2019-06-05,Running,42,cardio,2019,6,23,5
887,2019-06-06,Chest,40,chest,2019,6,23,6
888,2019-06-07,Back,42,back,2019,6,23,7
889,2019-06-08,Legs,29,legs,2019,6,23,8
890,2019-06-09,Chest,41,chest,2019,6,23,9
891,2019-06-10,Back,43,back,2019,6,24,10
892,2019-06-11,Rest,0,rest,2019,6,24,11
893,2019-06-12,Rest,0,rest,2019,6,24,12
894,2019-06-13,Surfing,120,cardio,2019,6,24,13
895,2019-06-14,Surfing,120,cardio,2019,6,24,14
896,2019-06-15,Surfing,120,cardio,2019,6,24,15
897,2019-06-16,Surfing,120,cardio,2019,6,24,16
898,2019-06-17,Surfing,180,cardio,2019,6,25,17
899,2019-06-18,Rest,0,rest,2019,6,25,18
900,2019-06-19,Rest,0,rest,2019,6,25,19
901,2019-06-20,Rest,0,rest,2019,6,25,20
902,2019-06-21,Rest,0,rest,2019,6,25,21
903,2019-06-22,Rest,0,rest,2019,6,25,22
904,2019-06-23,Rest,0,rest,2019,6,25,23
905,2019-06-24,Rest,0,rest,2019,6,26,24
906,2019-06-25,Rest,0,rest,2019,6,26,25
907,2019-06-26,Chest,39,chest,2019,6,26,26
908,2019-06-27,Back,43,back,2019,6,26,27
909,2019-06-28,Compound,43,compound,2019,6,26,28
910,2019-06-29,Rest,0,rest,2019,6,26,29
911,2019-06-30,Rest,0,rest,2019,6,26,30
912,2019-07-01,Compound,120,compound,2019,7,27,1
913,2019-07-02,Chest,41,chest,2019,7,27,2
914,2019-07-03,Back,40,back,2019,7,27,3
915,2019-07-04,Chest,43,chest,2019,7,27,4
916,2019-07-05,Back,42,back,2019,7,27,5
917,2019-07-06,Running,52,cardio,2019,7,27,6
918,2019-07-07,Running,55,cardio,2019,7,27,7
919,2019-07-08,Chest,43,chest,2019,7,28,8
920,2019-07-09,Back,44,back,2019,7,28,9
921,2019-07-10,Compound,43,compound,2019,7,28,10
922,2019-07-11,Chest,42,chest,2019,7,28,11
923,2019-07-12,Back,46,back,2019,7,28,12
924,2019-07-13,Compound,44,compound,2019,7,28,13
925,2019-07-14,Rest,0,rest,2019,7,28,14
926,2019-07-15,Chest,43,chest,2019,7,29,15
927,2019-07-16,Back,44,back,2019,7,29,16
928,2019-07-17,Chest,42,chest,2019,7,29,17
929,2019-07-18,Back,51,back,2019,7,29,18
930,2019-07-19,Compound,56,compound,2019,7,29,19
931,2019-07-20,Rest,0,rest,2019,7,29,20
932,2019-07-21,Rest,0,rest,2019,7,29,21
933,2019-07-22,Compound,90,compound,2019,7,30,22
934,2019-07-23,Chest,36,chest,2019,7,30,23
935,2019-07-24,Compound,60,compound,2019,7,30,24
936,2019-07-25,Back,42,back,2019,7,30,25
937,2019-07-26,Compound,60,compound,2019,7,30,26
938,2019-07-27,Rest,0,rest,2019,7,30,27
939,2019-07-28,Running,54,cardio,2019,7,30,28
940,2019-07-29,Compound,60,compound,2019,7,31,29
941,2019-07-30,Chest,44,chest,2019,7,31,30
942,2019-07-31,Compound,60,compound,2019,7,31,31
943,2019-08-01,Back,43,back,2019,8,31,1
944,2019-08-02,Compound,39,compound,2019,8,31,2
945,2019-08-03,Rest,0,rest,2019,8,31,3
946,2019-08-04,Rest,0,rest,2019,8,31,4
947,2019-08-05,Chest,40,chest,2019,8,32,5
948,2019-08-06,Back,43,back,2019,8,32,6
949,2019-08-07,Chest,42,chest,2019,8,32,7
950,2019-08-08,Back,41,back,2019,8,32,8
951,2019-08-09,Compound,43,compound,2019,8,32,9
952,2019-08-10,Rest,0,rest,2019,8,32,10
953,2019-08-11,Rest,0,rest,2019,8,32,11
954,2019-08-12,Compound,45,compound,2019,8,33,12
955,2019-08-13,Compound,46,compound,2019,8,33,13
956,2019-08-14,Rest,0,rest,2019,8,33,14
957,2019-08-15,Rest,0,rest,2019,8,33,15
958,2019-08-16,Rest,0,rest,2019,8,33,16
959,2019-08-17,Rest,0,rest,2019,8,33,17
960,2019-08-18,Rest,0,rest,2019,8,33,18
961,2019-08-19,Chest,42,chest,2019,8,34,19
962,2019-08-20,Back,43,back,2019,8,34,20
963,2019-08-21,Legs,35,legs,2019,8,34,21
964,2019-08-22,Chest,41,chest,2019,8,34,22
965,2019-08-23,Back,38,back,2019,8,34,23
966,2019-08-24,Rest,0,rest,2019,8,34,24
967,2019-08-25,Running,57,cardio,2019,8,34,25
968,2019-08-26,Chest,39,chest,2019,8,35,26
969,2019-08-27,Back,44,back,2019,8,35,27
970,2019-08-28,Legs,22,legs,2019,8,35,28
971,2019-08-29,Chest,43,chest,2019,8,35,29
972,2019-08-30,Back,40,back,2019,8,35,30
973,2019-08-31,Compound,46,compound,2019,8,35,31
974,2019-09-01,Rest,0,rest,2019,9,35,1
975,2019-09-02,Compound,60,compound,2019,9,36,2
976,2019-09-03,Chest,40,chest,2019,9,36,3
977,2019-09-04,Compound,60,compound,2019,9,36,4
978,2019-09-05,Back,41,back,2019,9,36,5
979,2019-09-06,Compound,60,compound,2019,9,36,6
980,2019-09-07,Compound,41,compound,2019,9,36,7
981,2019-09-08,Rest,0,rest,2019,9,36,8
982,2019-09-09,Compound,50,compound,2019,9,37,9
983,2019-09-10,Chest,42,chest,2019,9,37,10
984,2019-09-11,Compound,60,compound,2019,9,37,11
985,2019-09-12,Back,40,back,2019,9,37,12
986,2019-09-13,Compound,60,compound,2019,9,37,13
987,2019-09-14,Compound,45,compound,2019,9,37,14
988,2019-09-15,Rest,0,rest,2019,9,37,15
989,2019-09-16,Chest,38,chest,2019,9,38,16
990,2019-09-17,Back,34,back,2019,9,38,17
991,2019-09-18,Legs,31,legs,2019,9,38,18
992,2019-09-19,Chest,42,chest,2019,9,38,19
993,2019-09-20,Back,39,back,2019,9,38,20
994,2019-09-21,Compound,37,compound,2019,9,38,21
995,2019-09-22,Rest,0,rest,2019,9,38,22
996,2019-09-23,Rest,0,rest,2019,9,39,23
997,2019-09-24,Compound,43,compound,2019,9,39,24
998,2019-09-25,Rest,0,rest,2019,9,39,25
999,2019-09-26,Rest,0,rest,2019,9,39,26
1000,2019-09-27,Rest,0,rest,2019,9,39,27
1001,2019-09-28,Rest,0,rest,2019,9,39,28
1002,2019-09-29,Rest,0,rest,2019,9,39,29
1003,2019-09-30,Rest,0,rest,2019,9,40,30
1004,2019-10-01,Chest,40,chest,2019,10,40,1
1005,2019-10-02,Back,35,back,2019,10,40,2
1006,2019-10-03,Legs,30,legs,2019,10,40,3
1007,2019-10-04,Compound,44,compound,2019,10,40,4
1008,2019-10-05,Rest,0,rest,2019,10,40,5
1009,2019-10-06,Rest,0,rest,2019,10,40,6
1010,2019-10-07,Compound,43,compound,2019,10,41,7
1011,2019-10-08,Chest,41,chest,2019,10,41,8
1012,2019-10-09,Back,37,back,2019,10,41,9
1013,2019-10-10,Legs,26,legs,2019,10,41,10
1014,2019-10-11,Compound,44,compound,2019,10,41,11
1015,2019-10-12,Rest,0,rest,2019,10,41,12
1016,2019-10-13,Chest,37,chest,2019,10,41,13
1017,2019-10-14,Back,35,back,2019,10,42,14
1018,2019-10-15,Legs,32,legs,2019,10,42,15
1019,2019-10-16,Chest,38,chest,2019,10,42,16
1020,2019-10-17,Back,40,back,2019,10,42,17
1021,2019-10-18,Legs,29,legs,2019,10,42,18
1022,2019-10-19,Rest,0,rest,2019,10,42,19
1023,2019-10-20,Rest,0,rest,2019,10,42,20
1024,2019-10-21,Compound,41,compound,2019,10,43,21
1025,2019-10-22,Chest,37,chest,2019,10,43,22
1026,2019-10-23,Back,35,back,2019,10,43,23
1027,2019-10-24,Legs,27,legs,2019,10,43,24
1028,2019-10-25,Compound,43,compound,2019,10,43,25
1029,2019-10-26,Rest,0,rest,2019,10,43,26
1030,2019-10-27,Rest,0,rest,2019,10,43,27
1031,2019-10-28,Compound,45,compound,2019,10,44,28
1032,2019-10-29,Chest,40,chest,2019,10,44,29
1033,2019-10-30,Back,41,back,2019,10,44,30
1034,2019-10-31,Compound,41,compound,2019,10,44,31
1035,2019-11-01,Chest,42,chest,2019,11,44,1
1036,2019-11-02,Back,41,back,2019,11,44,2
1037,2019-11-03,Running,37,cardio,2019,11,44,3
1038,2019-11-04,Chest,45,chest,2019,11,45,4
1039,2019-11-05,Back,45,back,2019,11,45,5
1040,2019-11-06,Running,43,cardio,2019,11,45,6
1041,2019-11-07,Chest,43,chest,2019,11,45,7
1042,2019-11-08,Back,45,back,2019,11,45,8
1043,2019-11-09,Rest,0,rest,2019,11,45,9
1044,2019-11-10,Rest,0,rest,2019,11,45,10
1045,2019-11-11,Chest,46,chest,2019,11,46,11
1046,2019-11-12,Back,44,back,2019,11,46,12
1047,2019-11-13,Running,41,cardio,2019,11,46,13
1048,2019-11-14,Chest,47,chest,2019,11,46,14
1049,2019-11-15,Back,48,back,2019,11,46,15
1050,2019-11-16,Compound,49,compound,2019,11,46,16
1051,2019-11-17,Rest,0,rest,2019,11,46,17
1052,2019-11-18,Chest,44,chest,2019,11,47,18
1053,2019-11-19,Back,45,back,2019,11,47,19
1054,2019-11-20,Rest,0,rest,2019,11,47,20
1055,2019-11-21,Chest,42,chest,2019,11,47,21
1056,2019-11-22,Back,46,back,2019,11,47,22
1057,2019-11-23,Rest,0,rest,2019,11,47,23
1058,2019-11-24,Rest,0,rest,2019,11,47,24
1059,2019-11-25,Chest,45,chest,2019,11,48,25
1060,2019-11-26,Back,45,back,2019,11,48,26
1061,2019-11-27,Compound,45,compound,2019,11,48,27
1062,2019-11-28,Chest,44,chest,2019,11,48,28
1063,2019-11-29,Back,45,back,2019,11,48,29
1064,2019-11-30,Compound,46,compound,2019,11,48,30
1065,2019-12-01,Rest,0,rest,2019,12,48,1
1066,2019-12-02,Chest,43,chest,2019,12,49,2
1067,2019-12-03,Back,43,back,2019,12,49,3
1068,2019-12-04,Chest,46,chest,2019,12,49,4
1069,2019-12-05,Back,42,back,2019,12,49,5
1070,2019-12-06,Compound,41,compound,2019,12,49,6
1071,2019-12-07,Rest,0,rest,2019,12,49,7
1072,2019-12-08,Rest,0,rest,2019,12,49,8
1073,2019-12-09,Compound,46,compound,2019,12,50,9
1074,2019-12-10,Rest,0,rest,2019,12,50,10
1075,2019-12-11,Compound,41,compound,2019,12,50,11
1076,2019-12-12,Rest,0,rest,2019,12,50,12
1077,2019-12-13,Compound,48,compound,2019,12,50,13
1078,2019-12-14,Rest,0,rest,2019,12,50,14
1079,2019-12-15,Compound,45,compound,2019,12,50,15
1080,2019-12-16,Rest,0,rest,2019,12,51,16
1081,2019-12-17,Compound,45,compound,2019,12,51,17
1082,2019-12-18,Rest,0,rest,2019,12,51,18
1083,2019-12-19,Rest,0,rest,2019,12,51,19
1084,2019-12-20,Compound,45,compound,2019,12,51,20
1085,2019-12-21,Rest,0,rest,2019,12,51,21
1086,2019-12-22,Compound,40,compound,2019,12,51,22
1087,2019-12-23,Rest,0,rest,2019,12,52,23
1088,2019-12-24,Compound,43,compound,2019,12,52,24
1089,2019-12-25,Rest,0,rest,2019,12,52,25
1090,2019-12-26,Rest,0,rest,2019,12,52,26
1091,2019-12-27,Compound,40,compound,2019,12,52,27
1092,2019-12-28,Rest,0,rest,2019,12,52,28
1093,2019-12-29,Rest,0,rest,2019,12,52,29
1094,2019-12-30,Rest,0,rest,2019,12,1,30
1095,2019-12-31,Rest,0,rest,2019,12,1,31
1096,2020-01-01,Rest,0,rest,2020,1,1,1
1097,2020-01-02,Rest,0,rest,2020,1,1,2
1098,2020-01-03,Rest,0,rest,2020,1,1,3
1099,2020-01-04,Rest,0,rest,2020,1,1,4
1100,2020-01-05,Rest,0,rest,2020,1,1,5
1101,2020-01-06,Rest,0,rest,2020,1,2,6
1102,2020-01-07,Rest,0,rest,2020,1,2,7
1103,2020-01-08,Rest,0,rest,2020,1,2,8
1104,2020-01-09,Rest,0,rest,2020,1,2,9
1105,2020-01-10,Chest,35,chest,2020,1,2,10
1106,2020-01-11,Back,36,back,2020,1,2,11
1107,2020-01-12,Legs,26,legs,2020,1,2,12
1108,2020-01-13,Chest,37,chest,2020,1,3,13
1109,2020-01-14,Back,34,back,2020,1,3,14
1110,2020-01-15,Legs,29,legs,2020,1,3,15
1111,2020-01-16,Chest,38,chest,2020,1,3,16
1112,2020-01-17,Back,37,back,2020,1,3,17
1113,2020-01-18,Legs,27,legs,2020,1,3,18
1114,2020-01-19,Rest,0,rest,2020,1,3,19
1115,2020-01-20,Chest,35,chest,2020,1,4,20
1116,2020-01-21,Back,37,back,2020,1,4,21
1117,2020-01-22,Legs,27,legs,2020,1,4,22
1118,2020-01-23,Chest,36,chest,2020,1,4,23
1119,2020-01-24,Back,39,back,2020,1,4,24
1120,2020-01-25,Rest,0,rest,2020,1,4,25
1121,2020-01-26,Rest,0,rest,2020,1,4,26
1122,2020-01-27,Chest,37,chest,2020,1,5,27
1123,2020-01-28,Back,34,back,2020,1,5,28
1124,2020-01-29,Legs,29,legs,2020,1,5,29
1125,2020-01-30,Chest,33,chest,2020,1,5,30
1126,2020-01-31,Back,37,back,2020,1,5,31
1127,2020-02-01,Legs,28,legs,2020,2,5,1
1128,2020-02-02,Rest,0,rest,2020,2,5,2
1129,2020-02-03,Chest,36,chest,2020,2,6,3
1130,2020-02-04,Back,33,back,2020,2,6,4
1131,2020-02-05,Legs,28,legs,2020,2,6,5
1132,2020-02-06,Chest,35,chest,2020,2,6,6
1133,2020-02-07,Back,33,back,2020,2,6,7
1134,2020-02-08,Running,41,cardio,2020,2,6,8
1135,2020-02-09,Running,40,cardio,2020,2,6,9
1136,2020-02-10,Chest,34,chest,2020,2,7,10
1137,2020-02-11,Back,31,back,2020,2,7,11
1138,2020-02-12,Rest,0,rest,2020,2,7,12
1139,2020-02-13,Rest,0,rest,2020,2,7,13
1140,2020-02-14,Rest,0,rest,2020,2,7,14
1141,2020-02-15,Rest,0,rest,2020,2,7,15
1142,2020-02-16,Rest,0,rest,2020,2,7,16
1143,2020-02-17,Rest,0,rest,2020,2,8,17
1144,2020-02-18,Rest,0,rest,2020,2,8,18
1145,2020-02-19,Rest,0,rest,2020,2,8,19
1146,2020-02-20,Rest,0,rest,2020,2,8,20
1147,2020-02-21,Chest,39,chest,2020,2,8,21
1148,2020-02-22,Back,39,back,2020,2,8,22
1149,2020-02-23,Rest,0,rest,2020,2,8,23
1150,2020-02-24,Chest,35,chest,2020,2,9,24
1151,2020-02-25,Back,35,back,2020,2,9,25
1152,2020-02-26,Legs,24,legs,2020,2,9,26
1153,2020-02-27,Chest,36,chest,2020,2,9,27
1154,2020-02-28,Back,35,back,2020,2,9,28
1155,2020-02-29,Rest,0,rest,2020,2,9,29
1156,2020-03-01,Rest,0,rest,2020,3,9,1
1157,2020-03-02,Chest,28,chest,2020,3,10,2
1158,2020-03-03,Back,37,back,2020,3,10,3
1159,2020-03-04,Legs,29,legs,2020,3,10,4
1160,2020-03-05,Chest,32,chest,2020,3,10,5
1161,2020-03-06,Back,38,back,2020,3,10,6
1162,2020-03-07,Running,40,cardio,2020,3,10,7
1163,2020-03-08,Rest,0,rest,2020,3,10,8
1164,2020-03-09,Chest,35,chest,2020,3,11,9
1165,2020-03-10,Back,33,back,2020,3,11,10
1166,2020-03-11,Rest,0,rest,2020,3,11,11
1167,2020-03-12,Rest,0,rest,2020,3,11,12
1168,2020-03-13,Running,36,cardio,2020,3,11,13
1169,2020-03-14,Rest,0,rest,2020,3,11,14
1170,2020-03-15,Rest,0,rest,2020,3,11,15
1171,2020-03-16,Rest,0,rest,2020,3,12,16
1172,2020-03-17,Rest,0,rest,2020,3,12,17
1173,2020-03-18,Compound,45,compound,2020,3,12,18
1174,2020-03-19,Rest,0,rest,2020,3,12,19
1175,2020-03-20,Rest,0,rest,2020,3,12,20
1176,2020-03-21,Running,42,cardio,2020,3,12,21
1177,2020-03-22,Compound,39,compound,2020,3,12,22
